"IdTransaction";"AddressOrigin";"AddressDestination";"TotalSent";"Status";"SentDate";"ImportDate"
ID735;A-23;A-49; 259,453.00 ;Confirmed;"2021-01-03 02:57:50";"2021-01-31 23:59:59"
ID2455;A-99;A-18; 302,782.00 ;Confirmed;"2021-01-13 21:07:28";"2021-01-31 23:59:59"
ID2470;A-9;A-93; 899,373.00 ;Confirmed;"2021-01-14 20:22:08";"2021-01-31 23:59:59"
ID889;A-43;A-21; 556,876.00 ;Confirmed;"2021-01-24 21:45:26";"2021-01-31 23:59:59"
ID2497;A-84;A-5; 386,959.00 ;Confirmed;"2021-01-01 01:48:10";"2021-01-31 23:59:59"
ID1650;A-91;A-66; 500,593.00 ;Confirmed;"2021-01-04 20:22:08";"2021-01-31 23:59:59"
ID2836;A-78;A-31; 638,652.00 ;Confirmed;"2021-01-01 03:12:35";"2021-01-31 23:59:59"
ID1140;A-25;A-25; 152,943.00 ;Confirmed;"2021-01-05 22:29:45";"2021-01-31 23:59:59"
ID2973;A-76;A-51; 402,120.00 ;Confirmed;"2021-01-29 04:48:12";"2021-01-31 23:59:59"
ID388;A-23;A-95; 383,876.00 ;Confirmed;"2021-01-18 19:19:47";"2021-01-31 23:59:59"
ID391;A-82;A-49; 395,176.00 ;Confirmed;"2021-01-02 13:34:04";"2021-01-31 23:59:59"
ID1137;A-54;A-4; 761,032.00 ;Confirmed;"2021-01-12 01:22:32";"2021-01-31 23:59:59"
ID1277;A-72;A-94; 282,775.00 ;Confirmed;"2021-01-07 03:07:57";"2021-01-31 23:59:59"
ID792;A-99;A-49; 783,815.00 ;Confirmed;"2021-01-31 20:22:08";"2021-01-31 23:59:59"
ID314;A-70;A-22; 321,388.00 ;Confirmed;"2021-01-26 11:48:41";"2021-01-31 23:59:59"
ID594;A-45;A-35; 178,532.00 ;Confirmed;"2021-01-03 21:07:28";"2021-01-31 23:59:59"
ID2710;A-75;A-40; 425,038.00 ;Confirmed;"2021-01-29 20:08:01";"2021-01-31 23:59:59"
ID2129;A-47;A-76; 38,494.00 ;Confirmed;"2021-01-17 17:59:13";"2021-01-31 23:59:59"
ID910;A-58;A-42; 272,757.00 ;Confirmed;"2021-01-17 17:59:13";"2021-01-31 23:59:59"
ID8;A-78;A-34; 999,565.00 ;Confirmed;"2021-01-21 01:22:32";"2021-01-31 23:59:59"
ID974;A-45;A-67; 571,229.00 ;Confirmed;"2021-01-29 04:48:12";"2021-01-31 23:59:59"
ID2418;A-73;A-70; 607,090.00 ;Confirmed;"2021-01-21 13:47:34";"2021-01-31 23:59:59"
ID1255;A-97;A-62; 14,996.00 ;Confirmed;"2021-01-02 01:22:32";"2021-01-31 23:59:59"
ID1635;A-4;A-91; 168,116.00 ;Confirmed;"2021-01-13 03:12:35";"2021-01-31 23:59:59"
ID2997;A-83;A-68; 900,086.00 ;Confirmed;"2021-01-24 01:22:32";"2021-01-31 23:59:59"
ID1968;A-30;A-54; 390,370.00 ;Confirmed;"2021-01-31 21:07:28";"2021-01-31 23:59:59"
ID1718;A-62;A-45; 458,384.00 ;Confirmed;"2021-01-11 21:07:28";"2021-01-31 23:59:59"
ID2750;A-25;A-79; 111,657.00 ;Confirmed;"2021-01-05 20:08:01";"2021-01-31 23:59:59"
ID1600;A-71;A-87; 974,216.00 ;Confirmed;"2021-01-25 01:22:32";"2021-01-31 23:59:59"
ID2090;A-38;A-11; 987,911.00 ;Confirmed;"2021-01-15 10:39:40";"2021-01-31 23:59:59"
ID2254;A-15;A-35; 298,289.00 ;Confirmed;"2021-01-19 02:31:16";"2021-01-31 23:59:59"
ID2956;A-89;A-45; 355,195.00 ;Pending;"2021-01-11 21:45:26";"2021-01-31 23:59:59"
ID2764;A-52;A-85; 799,439.00 ;Confirmed;"2021-01-07 18:57:38";"2021-01-31 23:59:59"
ID401;A-50;A-87; 32,455.00 ;Confirmed;"2021-01-20 06:14:33";"2021-01-31 23:59:59"
ID679;A-55;A-66; 782,462.00 ;Confirmed;"2021-01-11 19:19:47";"2021-01-31 23:59:59"
ID1931;A-84;A-96; 229,047.00 ;Confirmed;"2021-01-05 20:22:08";"2021-01-31 23:59:59"
ID599;A-58;A-13; 912,464.00 ;Confirmed;"2021-01-27 16:05:49";"2021-01-31 23:59:59"
ID229;A-77;A-70; 276,905.00 ;Confirmed;"2021-01-06 06:18:18";"2021-01-31 23:59:59"
ID2856;A-18;A-27; 577,017.00 ;Confirmed;"2021-01-21 01:48:10";"2021-01-31 23:59:59"
ID1881;A-55;A-76; 602,747.00 ;Confirmed;"2021-01-09 22:29:45";"2021-01-31 23:59:59"
ID627;A-64;A-34; 720,429.00 ;Confirmed;"2021-01-04 16:05:49";"2021-01-31 23:59:59"
ID1350;A-33;A-26; 171,976.00 ;Confirmed;"2021-01-10 16:29:47";"2021-01-31 23:59:59"
ID812;A-88;A-99; 987,352.00 ;Confirmed;"2021-01-09 06:14:33";"2021-01-31 23:59:59"
ID1298;A-12;A-81; 64,188.00 ;Confirmed;"2021-01-31 17:59:13";"2021-01-31 23:59:59"
ID214;A-39;A-26; 439,786.00 ;Confirmed;"2021-01-30 21:07:28";"2021-01-31 23:59:59"
ID726;A-58;A-7; 670,308.00 ;Pending;"2021-01-20 21:45:26";"2021-01-31 23:59:59"
ID2838;A-86;A-33; 381,708.00 ;Confirmed;"2021-01-07 18:57:38";"2021-01-31 23:59:59"
ID2775;A-84;A-56; 276,461.00 ;Confirmed;"2021-01-19 03:30:11";"2021-01-31 23:59:59"
ID1361;A-54;A-82; 579,996.00 ;Confirmed;"2021-01-22 11:48:41";"2021-01-31 23:59:59"
ID530;A-31;A-86; 693,888.00 ;Confirmed;"2021-01-13 18:57:38";"2021-01-31 23:59:59"
ID254;A-47;A-66; 781,632.00 ;Confirmed;"2021-01-02 17:59:13";"2021-01-31 23:59:59"
ID756;A-74;A-82; 216,839.00 ;Confirmed;"2021-01-09 03:07:57";"2021-01-31 23:59:59"
ID2546;A-27;A-55; 455,687.00 ;Confirmed;"2021-01-27 17:59:13";"2021-01-31 23:59:59"
ID2163;A-48;A-87; 137,530.00 ;Confirmed;"2021-01-02 10:39:40";"2021-01-31 23:59:59"
ID2768;A-1;A-66; 103,669.00 ;Confirmed;"2021-01-17 10:39:40";"2021-01-31 23:59:59"
ID2672;A-4;A-27; 370,297.00 ;Confirmed;"2021-01-01 02:31:16";"2021-01-31 23:59:59"
ID115;A-12;A-2; 623,876.00 ;Confirmed;"2021-01-26 12:28:55";"2021-01-31 23:59:59"
ID1815;A-62;A-53; 957,062.00 ;Confirmed;"2021-01-07 20:22:08";"2021-01-31 23:59:59"
ID1559;A-11;A-74; 613,269.00 ;Confirmed;"2021-01-02 03:12:35";"2021-01-31 23:59:59"
ID2401;A-4;A-64; 30,802.00 ;Confirmed;"2021-01-02 16:29:47";"2021-01-31 23:59:59"
ID2231;A-19;A-35; 210,401.00 ;Confirmed;"2021-01-10 16:29:47";"2021-01-31 23:59:59"
ID1;A-37;A-98; 574,634.00 ;Confirmed;"2021-01-22 06:49:25";"2021-01-31 23:59:59"
ID1162;A-17;A-61; 482,191.00 ;Confirmed;"2021-01-02 03:30:11";"2021-01-31 23:59:59"
ID798;A-24;A-48; 879,868.00 ;Confirmed;"2021-01-06 06:18:18";"2021-01-31 23:59:59"
ID2709;A-84;A-32; 646,822.00 ;Confirmed;"2021-01-09 06:14:33";"2021-01-31 23:59:59"
ID2359;A-15;A-48; 986,728.00 ;Confirmed;"2021-01-07 03:07:57";"2021-01-31 23:59:59"
ID2193;A-16;A-33; 823,543.00 ;Confirmed;"2021-01-01 20:08:01";"2021-01-31 23:59:59"
ID438;A-10;A-19; 650,428.00 ;Confirmed;"2021-01-09 20:22:08";"2021-01-31 23:59:59"
ID1588;A-64;A-82; 599,644.00 ;Confirmed;"2021-01-15 21:07:28";"2021-01-31 23:59:59"
ID2731;A-24;A-55; 93,738.00 ;Confirmed;"2021-01-20 16:29:47";"2021-01-31 23:59:59"
ID2487;A-33;A-79; 848,014.00 ;Confirmed;"2021-01-17 13:34:04";"2021-01-31 23:59:59"
ID1840;A-75;A-37; 502,332.00 ;Confirmed;"2021-01-05 03:12:35";"2021-01-31 23:59:59"
ID1357;A-94;A-19; 639,969.00 ;Confirmed;"2021-01-20 06:36:39";"2021-01-31 23:59:59"
ID1401;A-3;A-42; 530,854.00 ;Confirmed;"2021-01-07 18:57:38";"2021-01-31 23:59:59"
ID2592;A-58;A-98; 656,377.00 ;Confirmed;"2021-01-01 21:07:28";"2021-01-31 23:59:59"
ID1112;A-3;A-87; 723,115.00 ;Confirmed;"2021-01-06 06:18:18";"2021-01-31 23:59:59"
ID588;A-76;A-34; 965,648.00 ;Confirmed;"2021-01-14 20:22:08";"2021-01-31 23:59:59"
ID2079;A-91;A-3; 629,954.00 ;Confirmed;"2021-01-15 10:39:40";"2021-01-31 23:59:59"
ID1696;A-9;A-42; 246,224.00 ;Confirmed;"2021-01-12 06:36:39";"2021-01-31 23:59:59"
ID898;A-78;A-69; 123,112.00 ;Confirmed;"2021-01-20 01:48:10";"2021-01-31 23:59:59"
ID158;A-9;A-59; 744,228.00 ;Confirmed;"2021-01-06 02:31:16";"2021-01-31 23:59:59"
ID2943;A-37;A-28; 773,346.00 ;Confirmed;"2021-01-02 06:49:25";"2021-01-31 23:59:59"
ID732;A-80;A-22; 424,041.00 ;Confirmed;"2021-01-06 18:57:38";"2021-01-31 23:59:59"
ID459;A-28;A-88; 584,375.00 ;Confirmed;"2021-01-21 22:29:45";"2021-01-31 23:59:59"
ID2329;A-7;A-69; 364,995.00 ;Confirmed;"2021-01-24 01:48:10";"2021-01-31 23:59:59"
ID2419;A-38;A-88; 275,975.00 ;Confirmed;"2021-01-13 21:45:26";"2021-01-31 23:59:59"
ID1774;A-95;A-18; 107,398.00 ;Confirmed;"2021-01-21 16:29:47";"2021-01-31 23:59:59"
ID1770;A-38;A-10; 822,834.00 ;Confirmed;"2021-01-12 21:45:26";"2021-01-31 23:59:59"
ID5;A-91;A-9; 285,948.00 ;Confirmed;"2021-01-05 12:28:55";"2021-01-31 23:59:59"
ID2405;A-78;A-64; 688,648.00 ;Confirmed;"2021-01-12 18:57:38";"2021-01-31 23:59:59"
ID2209;A-49;A-70; 151,463.00 ;Confirmed;"2021-01-15 10:39:40";"2021-01-31 23:59:59"
ID2974;A-17;A-53; 811,985.00 ;Confirmed;"2021-01-02 13:47:34";"2021-01-31 23:59:59"
ID2473;A-2;A-42; 959,418.00 ;Confirmed;"2021-01-12 13:47:34";"2021-01-31 23:59:59"
ID2271;A-93;A-84; 231,531.00 ;Confirmed;"2021-01-30 20:08:01";"2021-01-31 23:59:59"
ID343;A-59;A-16; 739,130.00 ;Confirmed;"2021-01-10 01:22:32";"2021-01-31 23:59:59"
ID2501;A-37;A-66; 543,503.00 ;Confirmed;"2021-01-24 06:14:33";"2021-01-31 23:59:59"
ID2218;A-69;A-76; 406,901.00 ;Confirmed;"2021-01-03 03:30:11";"2021-01-31 23:59:59"
ID1637;A-53;A-97; 281,075.00 ;Confirmed;"2021-01-31 13:47:34";"2021-01-31 23:59:59"
ID2958;A-9;A-41; 545,520.00 ;Confirmed;"2021-01-06 19:33:41";"2021-01-31 23:59:59"
ID150;A-76;A-14; 935,789.00 ;Confirmed;"2021-01-19 21:07:28";"2021-01-31 23:59:59"
ID2411;A-74;A-37; 717,570.00 ;Confirmed;"2021-01-08 13:34:04";"2021-01-31 23:59:59"
ID258;A-50;A-7; 359,539.00 ;Confirmed;"2021-01-30 20:22:08";"2021-01-31 23:59:59"
ID1322;A-77;A-78; 50,929.00 ;Confirmed;"2021-01-15 11:48:41";"2021-01-31 23:59:59"
ID1364;A-4;A-85; 76,686.00 ;Confirmed;"2021-01-11 06:14:33";"2021-01-31 23:59:59"
ID2893;A-70;A-15; 623,864.00 ;Confirmed;"2021-01-12 20:22:08";"2021-01-31 23:59:59"
ID2274;A-3;A-10; 275,146.00 ;Confirmed;"2021-01-17 17:59:13";"2021-01-31 23:59:59"
ID795;A-52;A-38; 404,060.00 ;Confirmed;"2021-01-21 02:24:24";"2021-01-31 23:59:59"
ID2283;A-25;A-89; 269,415.00 ;Confirmed;"2021-01-24 10:39:40";"2021-01-31 23:59:59"
ID783;A-63;A-70; 501,738.00 ;Confirmed;"2021-01-30 21:45:26";"2021-01-31 23:59:59"
ID2018;A-59;A-68; 919,116.00 ;Confirmed;"2021-01-14 19:19:47";"2021-01-31 23:59:59"
ID2920;A-69;A-3; 921,507.00 ;Confirmed;"2021-01-03 02:31:16";"2021-01-31 23:59:59"
ID2715;A-89;A-24; 576,446.00 ;Confirmed;"2021-01-29 06:14:33";"2021-01-31 23:59:59"
ID1874;A-59;A-63; 729,669.00 ;Confirmed;"2021-01-14 15:45:43";"2021-01-31 23:59:59"
ID1526;A-97;A-12; 505,313.00 ;Confirmed;"2021-01-05 20:22:08";"2021-01-31 23:59:59"
ID2850;A-40;A-43; 575,644.00 ;Confirmed;"2021-01-29 01:22:32";"2021-01-31 23:59:59"
ID988;A-6;A-30; 796,349.00 ;Confirmed;"2021-01-22 11:48:41";"2021-01-31 23:59:59"
ID692;A-86;A-71; 179,303.00 ;Confirmed;"2021-01-20 06:36:39";"2021-01-31 23:59:59"
ID426;A-22;A-4; 307,606.00 ;Confirmed;"2021-01-03 06:49:25";"2021-01-31 23:59:59"
ID529;A-49;A-5; 523,930.00 ;Confirmed;"2021-01-08 02:31:16";"2021-01-31 23:59:59"
ID340;A-94;A-63; 862,526.00 ;Confirmed;"2021-01-11 02:24:24";"2021-01-31 23:59:59"
ID2992;A-91;A-84; 733,024.00 ;Confirmed;"2021-01-22 04:48:12";"2021-01-31 23:59:59"
ID1239;A-23;A-67; 298,471.00 ;Confirmed;"2021-01-15 03:07:57";"2021-01-31 23:59:59"
ID980;A-84;A-96; 427,305.00 ;Confirmed;"2021-01-10 06:36:39";"2021-01-31 23:59:59"
ID1093;A-32;A-75; 100,630.00 ;Confirmed;"2021-01-02 06:49:25";"2021-01-31 23:59:59"
ID1993;A-14;A-92; 611,306.00 ;Confirmed;"2021-01-30 12:28:55";"2021-01-31 23:59:59"
ID1988;A-5;A-77; 490,206.00 ;Confirmed;"2021-01-13 12:28:55";"2021-01-31 23:59:59"
ID605;A-63;A-14; 672,439.00 ;Confirmed;"2021-01-29 04:48:12";"2021-01-31 23:59:59"
ID1986;A-11;A-57; 297,590.00 ;Confirmed;"2021-01-13 06:14:33";"2021-01-31 23:59:59"
ID2272;A-74;A-74; 724,727.00 ;Confirmed;"2021-01-18 21:07:28";"2021-01-31 23:59:59"
ID2810;A-91;A-80; 296,748.00 ;Confirmed;"2021-01-26 11:48:41";"2021-01-31 23:59:59"
ID288;A-31;A-88; 431,254.00 ;Confirmed;"2021-01-15 01:48:10";"2021-01-31 23:59:59"
ID1791;A-27;A-47; 882,330.00 ;Confirmed;"2021-01-28 21:45:26";"2021-01-31 23:59:59"
ID1541;A-2;A-34; 790,381.00 ;Confirmed;"2021-01-13 16:05:49";"2021-01-31 23:59:59"
ID2981;A-8;A-9; 758,996.00 ;Confirmed;"2021-01-23 16:29:47";"2021-01-31 23:59:59"
ID1606;A-21;A-40; 148,520.00 ;Confirmed;"2021-01-23 16:29:47";"2021-01-31 23:59:59"
ID740;A-22;A-76; 146,363.00 ;Confirmed;"2021-01-11 16:05:49";"2021-01-31 23:59:59"
ID768;A-77;A-90; 107,490.00 ;Confirmed;"2021-01-05 22:29:45";"2021-01-31 23:59:59"
ID1430;A-16;A-86; 150,008.00 ;Confirmed;"2021-01-07 06:18:18";"2021-01-31 23:59:59"
ID1967;A-5;A-73; 616,926.00 ;Confirmed;"2021-01-27 04:48:12";"2021-01-31 23:59:59"
ID2162;A-94;A-73; 428,895.00 ;Confirmed;"2021-01-14 06:18:18";"2021-01-31 23:59:59"
ID546;A-53;A-31; 146,646.00 ;Confirmed;"2021-01-31 06:36:39";"2021-01-31 23:59:59"
ID380;A-61;A-100; 514,940.00 ;Confirmed;"2021-01-11 21:07:28";"2021-01-31 23:59:59"
ID1304;A-81;A-73; 932,123.00 ;Confirmed;"2021-01-12 20:22:08";"2021-01-31 23:59:59"
ID2178;A-60;A-61; 325,030.00 ;Confirmed;"2021-01-11 01:22:32";"2021-01-31 23:59:59"
ID1580;A-74;A-2; 852,338.00 ;Confirmed;"2021-01-24 01:48:10";"2021-01-31 23:59:59"
ID2951;A-69;A-23; 543,253.00 ;Confirmed;"2021-01-20 02:57:50";"2021-01-31 23:59:59"
ID1786;A-34;A-16; 563,717.00 ;Confirmed;"2021-01-09 13:34:04";"2021-01-31 23:59:59"
ID1024;A-45;A-35; 417,402.00 ;Confirmed;"2021-01-07 18:57:38";"2021-01-31 23:59:59"
ID1449;A-51;A-87; 585,337.00 ;Confirmed;"2021-01-02 13:47:34";"2021-01-31 23:59:59"
ID1946;A-2;A-41; 297,551.00 ;Confirmed;"2021-01-06 01:48:10";"2021-01-31 23:59:59"
ID2942;A-20;A-13; 843,515.00 ;Confirmed;"2021-01-18 19:19:47";"2021-01-31 23:59:59"
ID2597;A-16;A-28; 793,862.00 ;Confirmed;"2021-01-06 06:36:39";"2021-01-31 23:59:59"
ID1211;A-45;A-97; 570,152.00 ;Confirmed;"2021-01-11 13:34:04";"2021-01-31 23:59:59"
ID2001;A-78;A-85; 991,027.00 ;Confirmed;"2021-01-12 21:07:28";"2021-01-31 23:59:59"
ID987;A-67;A-21; 186,355.00 ;Confirmed;"2021-01-27 21:07:28";"2021-01-31 23:59:59"
ID396;A-25;A-100; 823,996.00 ;Confirmed;"2021-01-15 11:48:41";"2021-01-31 23:59:59"
ID1899;A-75;A-54; 708,191.00 ;Confirmed;"2021-01-29 13:47:34";"2021-01-31 23:59:59"
ID2471;A-62;A-43; 21,582.00 ;Confirmed;"2021-01-29 02:31:16";"2021-01-31 23:59:59"
ID2171;A-72;A-4; 650,329.00 ;Confirmed;"2021-01-10 18:57:38";"2021-01-31 23:59:59"
ID2917;A-43;A-68; 754,906.00 ;Confirmed;"2021-01-25 10:39:40";"2021-01-31 23:59:59"
ID653;A-39;A-7; 116,942.00 ;Confirmed;"2021-01-16 16:05:49";"2021-01-31 23:59:59"
ID2083;A-54;A-76; 464,600.00 ;Confirmed;"2021-01-07 06:14:33";"2021-01-31 23:59:59"
ID70;A-47;A-83; 334,266.00 ;Confirmed;"2021-01-31 06:18:18";"2021-01-31 23:59:59"
ID2445;A-59;A-85; 618,474.00 ;Confirmed;"2021-01-20 19:19:47";"2021-01-31 23:59:59"
ID2964;A-100;A-77; 60,701.00 ;Confirmed;"2021-01-23 19:33:41";"2021-01-31 23:59:59"
ID203;A-38;A-9; 759,602.00 ;Confirmed;"2021-01-25 02:57:50";"2021-01-31 23:59:59"
ID48;A-25;A-53; 949,938.00 ;Confirmed;"2021-01-20 02:31:16";"2021-01-31 23:59:59"
ID2299;A-19;A-45; 237,970.00 ;Confirmed;"2021-01-09 20:08:01";"2021-01-31 23:59:59"
ID1667;A-40;A-8; 724,280.00 ;Confirmed;"2021-01-31 15:45:43";"2021-01-31 23:59:59"
ID1950;A-14;A-26; 668,272.00 ;Confirmed;"2021-01-21 01:48:10";"2021-01-31 23:59:59"
ID675;A-46;A-67; 914,209.00 ;Confirmed;"2021-01-19 21:07:28";"2021-01-31 23:59:59"
ID904;A-67;A-13; 39,214.00 ;Confirmed;"2021-01-14 03:13:24";"2021-01-31 23:59:59"
ID1470;A-23;A-46; 708,945.00 ;Confirmed;"2021-01-23 20:08:01";"2021-01-31 23:59:59"
ID1210;A-97;A-31; 376,912.00 ;Confirmed;"2021-01-29 19:33:41";"2021-01-31 23:59:59"
ID981;A-30;A-100; 335,665.00 ;Confirmed;"2021-01-08 06:49:25";"2021-01-31 23:59:59"
ID2613;A-27;A-66; 904,392.00 ;Confirmed;"2021-01-31 19:19:47";"2021-01-31 23:59:59"
ID147;A-33;A-66; 944,902.00 ;Confirmed;"2021-01-20 02:31:16";"2021-01-31 23:59:59"
ID1745;A-18;A-43; 521,721.00 ;Confirmed;"2021-01-11 21:45:26";"2021-01-31 23:59:59"
ID2883;A-2;A-91; 866,516.00 ;Confirmed;"2021-01-15 22:29:45";"2021-01-31 23:59:59"
ID1416;A-42;A-38; 327,356.00 ;Confirmed;"2021-01-03 06:49:25";"2021-01-31 23:59:59"
ID1057;A-37;A-14; 938,866.00 ;Confirmed;"2021-01-20 16:29:47";"2021-01-31 23:59:59"
ID2216;A-49;A-94; 891,426.00 ;Confirmed;"2021-01-01 01:48:10";"2021-01-31 23:59:59"
ID1821;A-27;A-38; 377,204.00 ;Confirmed;"2021-01-25 03:12:35";"2021-01-31 23:59:59"
ID1704;A-50;A-87; 856,441.00 ;Confirmed;"2021-01-18 06:14:33";"2021-01-31 23:59:59"
ID2438;A-87;A-18; 373,023.00 ;Confirmed;"2021-01-30 12:28:55";"2021-01-31 23:59:59"
ID1155;A-31;A-26; 594,668.00 ;Confirmed;"2021-01-10 10:39:40";"2021-01-31 23:59:59"
ID596;A-4;A-71; 417,429.00 ;Confirmed;"2021-01-11 11:48:41";"2021-01-31 23:59:59"
ID1327;A-21;A-78; 980,493.00 ;Confirmed;"2021-01-17 13:34:04";"2021-01-31 23:59:59"
ID2427;A-69;A-13; 494,338.00 ;Confirmed;"2021-01-04 11:48:41";"2021-01-31 23:59:59"
ID1086;A-10;A-35; 913,326.00 ;Confirmed;"2021-01-23 20:08:01";"2021-01-31 23:59:59"
ID2391;A-57;A-2; 857,931.00 ;Confirmed;"2021-01-30 06:14:33";"2021-01-31 23:59:59"
ID2367;A-35;A-30; 614,949.00 ;Confirmed;"2021-01-30 06:14:33";"2021-01-31 23:59:59"
ID1491;A-9;A-55; 595,553.00 ;Confirmed;"2021-01-28 02:31:16";"2021-01-31 23:59:59"
ID1892;A-42;A-41; 917,177.00 ;Confirmed;"2021-01-12 20:22:08";"2021-01-31 23:59:59"
ID461;A-43;A-49; 712,359.00 ;Confirmed;"2021-01-14 11:48:41";"2021-01-31 23:59:59"
ID1748;A-58;A-85; 527,079.00 ;Confirmed;"2021-01-27 01:22:32";"2021-01-31 23:59:59"
ID945;A-69;A-45; 980,851.00 ;Confirmed;"2021-01-27 21:07:28";"2021-01-31 23:59:59"
ID2635;A-74;A-69; 456,876.00 ;Confirmed;"2021-01-07 20:08:01";"2021-01-31 23:59:59"
ID881;A-37;A-97; 914,427.00 ;Confirmed;"2021-01-18 21:07:28";"2021-01-31 23:59:59"
ID119;A-32;A-4; 102,212.00 ;Confirmed;"2021-01-06 17:59:13";"2021-01-31 23:59:59"
ID385;A-56;A-84; 906,731.00 ;Confirmed;"2021-01-21 22:29:45";"2021-01-31 23:59:59"
ID1151;A-82;A-37; 464,687.00 ;Confirmed;"2021-01-30 16:05:49";"2021-01-31 23:59:59"
ID2822;A-83;A-56; 684,809.00 ;Confirmed;"2021-01-27 20:22:08";"2021-01-31 23:59:59"
ID2532;A-18;A-91; 590,056.00 ;Confirmed;"2021-01-03 03:07:57";"2021-01-31 23:59:59"
ID1609;A-78;A-31; 307,821.00 ;Confirmed;"2021-01-11 22:29:45";"2021-01-31 23:59:59"
ID776;A-37;A-15; 670,868.00 ;Confirmed;"2021-01-08 16:29:47";"2021-01-31 23:59:59"
ID1698;A-28;A-8; 750,861.00 ;Confirmed;"2021-01-25 16:29:47";"2021-01-31 23:59:59"
ID1479;A-62;A-33; 717,398.00 ;Confirmed;"2021-01-10 16:29:47";"2021-01-31 23:59:59"
ID1847;A-96;A-76; 612,784.00 ;Confirmed;"2021-01-17 17:59:13";"2021-01-31 23:59:59"
ID2302;A-50;A-59; 735,839.00 ;Confirmed;"2021-01-17 10:39:40";"2021-01-31 23:59:59"
ID1041;A-74;A-59; 584,957.00 ;Confirmed;"2021-01-20 22:29:45";"2021-01-31 23:59:59"
ID1550;A-82;A-95; 799,676.00 ;Confirmed;"2021-01-14 13:47:34";"2021-01-31 23:59:59"
ID1104;A-86;A-76; 369,878.00 ;Confirmed;"2021-01-17 02:24:24";"2021-01-31 23:59:59"
ID2340;A-40;A-11; 723,021.00 ;Confirmed;"2021-01-12 21:45:26";"2021-01-31 23:59:59"
ID2921;A-25;A-3; 891,242.00 ;Confirmed;"2021-01-12 13:34:04";"2021-01-31 23:59:59"
ID906;A-20;A-73; 798,463.00 ;Confirmed;"2021-01-20 02:24:24";"2021-01-31 23:59:59"
ID2371;A-8;A-26; 103,139.00 ;Confirmed;"2021-01-01 20:08:01";"2021-01-31 23:59:59"
ID2440;A-43;A-12; 918,205.00 ;Confirmed;"2021-01-04 03:30:11";"2021-01-31 23:59:59"
ID1080;A-23;A-93; 765,142.00 ;Confirmed;"2021-01-28 20:22:08";"2021-01-31 23:59:59"
ID532;A-4;A-36; 913,866.00 ;Confirmed;"2021-01-16 06:49:25";"2021-01-31 23:59:59"
ID2659;A-14;A-96; 173,806.00 ;Confirmed;"2021-01-01 06:36:39";"2021-01-31 23:59:59"
ID1118;A-39;A-67; 965,904.00 ;Confirmed;"2021-01-31 19:19:47";"2021-01-31 23:59:59"
ID2627;A-47;A-4; 674,133.00 ;Confirmed;"2021-01-29 22:29:45";"2021-01-31 23:59:59"
ID1397;A-83;A-58; 653,913.00 ;Confirmed;"2021-01-02 16:29:47";"2021-01-31 23:59:59"
ID1956;A-48;A-72; 114,192.00 ;Confirmed;"2021-01-10 19:19:47";"2021-01-31 23:59:59"
ID2862;A-55;A-91; 358,927.00 ;Confirmed;"2021-01-21 03:30:11";"2021-01-31 23:59:59"
ID1292;A-75;A-34; 217,750.00 ;Confirmed;"2021-01-19 19:19:47";"2021-01-31 23:59:59"
ID1482;A-47;A-74; 899,847.00 ;Confirmed;"2021-01-12 13:47:34";"2021-01-31 23:59:59"
ID206;A-89;A-31; 329,767.00 ;Confirmed;"2021-01-02 12:28:55";"2021-01-31 23:59:59"
ID1586;A-11;A-71; 589,708.00 ;Confirmed;"2021-01-02 01:48:10";"2021-01-31 23:59:59"
ID614;A-46;A-66; 446,974.00 ;Confirmed;"2021-01-28 17:59:13";"2021-01-31 23:59:59"
ID796;A-71;A-40; 489,568.00 ;Confirmed;"2021-01-02 06:49:25";"2021-01-31 23:59:59"
ID2059;A-79;A-92; 786,999.00 ;Confirmed;"2021-01-06 04:48:12";"2021-01-31 23:59:59"
ID2049;A-76;A-95; 517,981.00 ;Confirmed;"2021-01-30 16:05:49";"2021-01-31 23:59:59"
ID961;A-83;A-86; 677,015.00 ;Confirmed;"2021-01-27 20:22:08";"2021-01-31 23:59:59"
ID641;A-79;A-42; 665,664.00 ;Confirmed;"2021-01-23 19:33:41";"2021-01-31 23:59:59"
ID2396;A-86;A-38; 879,061.00 ;Confirmed;"2021-01-20 16:29:47";"2021-01-31 23:59:59"
ID941;A-60;A-82; 850,783.00 ;Confirmed;"2021-01-01 22:29:45";"2021-01-31 23:59:59"
ID611;A-3;A-86; 677,386.00 ;Confirmed;"2021-01-16 06:14:33";"2021-01-31 23:59:59"
ID152;A-84;A-70; 116,387.00 ;Confirmed;"2021-01-07 03:07:57";"2021-01-31 23:59:59"
ID2444;A-45;A-20; 68,273.00 ;Confirmed;"2021-01-16 06:49:25";"2021-01-31 23:59:59"
ID2067;A-37;A-54; 998,363.00 ;Confirmed;"2021-01-04 06:14:33";"2021-01-31 23:59:59"
ID1951;A-67;A-47; 412,854.00 ;Confirmed;"2021-01-12 06:14:33";"2021-01-31 23:59:59"
ID674;A-44;A-12; 279,281.00 ;Confirmed;"2021-01-13 12:28:55";"2021-01-31 23:59:59"
ID452;A-63;A-12; 734,085.00 ;Confirmed;"2021-01-28 02:31:16";"2021-01-31 23:59:59"
ID2673;A-69;A-42; 764,459.00 ;Confirmed;"2021-01-15 01:48:10";"2021-01-31 23:59:59"
